ANNEE;NOMENCLATURE;CLE;STATUT;REALISE TOTAL;FONCTION;FONCTION_PARENT;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;CODE_AXE_ANALYTIQUE_PROFONDEUR_3;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_3;CODE_AXE_ANALYTIQUE_PROFONDEUR_4;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_4;CODE_AXE_ANALYTIQUE_PROFONDEUR_5;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_5
2022.0;M14;DRF/12.0/6331.;CA;195,45;510.0;510.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;527,52;511.0;511.0;0106.; CTM;FORET.; Service Forêt;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;3547,08;511.0;511.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;516,28;518.0;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;200,84;555.0;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;331,19;59.0;59.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;1719,9;7222.0;7222.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;377,53;80.0;80.0;0106.; CTM;MECA.; Service mécanique ;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;206,71;80.0;80.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;347,14;830.0;830.0;0106.; CTM;TRANSPORT.; Service transport;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;369,23;845.0;845.0;0106.; CTM;VRD.; Service Voirie ;;;;;;
2022.0;M14;DRF/12.0/6331.;CA;171,08;854.0;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;2,97;1.0;1.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;472,51;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;250,11;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;JURIDIQUE.; Juridique ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;242,27;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;953,38;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;317,14;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;237,75;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;622,75;20.0;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;233,17;20.0;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;261,19;20.0;20.0;0106.; CTM;MAGASIN.; Magasin CTM;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;190,42;20.0;20.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;643,64;20.0;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;116,76;20.0;20.0;0111.; FINANCES;MP.; Marchés Publics ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;168,69;20.0;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;669,1;20.0;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;172,49;20.0;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;52,8;20.0;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;52,8;20.0;20.0;0124.; URBANISME;MARCHE.; Marché;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;133,85;20.0;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;395,84;20.0;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;64,95;20.0;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;14,52;21.0;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;14,13;21.0;21.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;4,1;21.0;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;344,28;22.0;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;77,2;23.0;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;446,51;23.0;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;373,17;23.0;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;252,74;25.0;25.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;143,15;28.0;28.0;0106.; CTM;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;208,48;28.0;28.0;0106.; CTM;COUVERTURE.; Service Couverture;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;459,12;28.0;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;460,32;28.0;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;440,94;28.0;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;257,98;28.0;28.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;204,57;11.0;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;734,92;11.0;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;498,32;211.0;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;375,65;211.0;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;386,6;211.0;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;105,09;212.0;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;263,79;281.0;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;286,7;281.0;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;74,42;281.0;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;134,02;281.0;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;611,73;282.0;282.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;201,03;284.0;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;446,75;311.0;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;979,19;311.0;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;386,2;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;246,76;314.0;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;251,1;314.0;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;223,58;315.0;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;396,67;325.0;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;417,27;325.0;325.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;331,95;338.0;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;103,35;338.0;338.0;0112.; JEUNESSE;CYB.; Point Cyb;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;111,84;338.0;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;231,46;338.0;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;1358,47;338.0;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;9,94;338.0;338.0;112.;112;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;0,99;338.0;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;79,22;412.0;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;22,54;420.0;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;118,44;420.0;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;120,68;510.0;510.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;325,64;511.0;511.0;0106.; CTM;FORET.; Service Forêt;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;2240,24;511.0;511.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;318,83;518.0;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;124,09;555.0;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;204,74;59.0;59.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;1203,23;7222.0;7222.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;233,08;80.0;80.0;0106.; CTM;MECA.; Service mécanique ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;127,6;80.0;80.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;214,53;830.0;830.0;0106.; CTM;TRANSPORT.; Service transport;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;239,57;845.0;845.0;0106.; CTM;VRD.; Service Voirie ;;;;;;
2022.0;M14;DRF/12.0/6332.;CA;105,7;854.0;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;13,35;1.0;1.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2099;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1139,9;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;JURIDIQUE.; Juridique ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1103,41;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;4335,39;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1444,05;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1075,68;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2835,85;20.0;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1061,9;20.0;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1194,05;20.0;20.0;0106.; CTM;MAGASIN.; Magasin CTM;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;877,8;20.0;20.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2932,17;20.0;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;531,7;20.0;20.0;0111.; FINANCES;MP.; Marchés Publics ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;768,6;20.0;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;3046,97;20.0;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;787,69;20.0;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;240,44;20.0;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;240,44;20.0;20.0;0124.; URBANISME;MARCHE.; Marché;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;609,64;20.0;20.0;0124.; URBANISME;PROJETEUR.; Projeteur ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1787,64;20.0;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;295,59;20.0;20.0;0501.; CAMPING;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;65,34;21.0;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;69,45;21.0;21.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;18,42;21.0;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1570,92;22.0;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;353,08;23.0;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2032,31;23.0;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1699,25;23.0;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1151,71;25.0;25.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;652,44;28.0;28.0;0106.; CTM;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;950,11;28.0;28.0;0106.; CTM;COUVERTURE.; Service Couverture;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2091,17;28.0;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2097,77;28.0;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2010,95;28.0;28.0;0106.; CTM;MENUISERIE.; Service Menuiserie;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1175,83;28.0;28.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;929,56;11.0;11.0;0117.; POLICE MUNICIPALE;GARDE-URBAIN.; gardes urbains;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;3347,94;11.0;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2269,64;211.0;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1710,87;211.0;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1762,87;211.0;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;478,67;212.0;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1201,75;281.0;281.0;0102.; EDUCATION;CUISINIER.; Cuisinier;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1306,74;281.0;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;338,99;281.0;281.0;0112.; JEUNESSE;CUISINIER.; Cuisinier;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;611,23;281.0;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2786,42;282.0;282.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;915,84;284.0;284.0;0121.; Développement durable;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;2036,29;311.0;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;4450,37;311.0;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1761,17;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1123,9;314.0;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1143,77;314.0;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1018,84;315.0;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1802,4;325.0;325.0;0116.; SPORT;CNC.; NEANT - Centre Nautique ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1900,79;325.0;325.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1511,75;338.0;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;470,86;338.0;338.0;0112.; JEUNESSE;CYB.; Point Cyb;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;509,53;338.0;338.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1054,54;338.0;338.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;4996,08;338.0;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;52,72;338.0;338.0;112.;112;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;4,45;338.0;338.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;361,2;412.0;412.0;0125.; PREVENTION ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;103,94;420.0;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;PRE.; Programme de Réussite Educative ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;539,54;420.0;420.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;549,73;510.0;510.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1483,36;511.0;511.0;0106.; CTM;FORET.; Service Forêt;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;10205,37;511.0;511.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1452,11;518.0;518.0;0106.; CTM;SIGNALISATION.; Service Signalisation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;564,97;555.0;555.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;931,31;59.0;59.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;5261,16;7222.0;7222.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1061,65;80.0;80.0;0106.; CTM;MECA.; Service mécanique ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;581,32;80.0;80.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;976,31;830.0;830.0;0106.; CTM;TRANSPORT.; Service transport;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;1099,52;845.0;845.0;0106.; CTM;VRD.; Service Voirie ;;;;;;
2022.0;M14;DRF/12.0/6336.;CA;481,21;854.0;854.0;1002.; DRH PORT DE PLAISANCE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;89643,93;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;57518,91;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;103671,32;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;58831,56;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;46494,66;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;109731,06;20.0;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;46310,96;20.0;20.0;0106.; CTM;Accueil-CTM.; Accueil CTM;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;52918,81;20.0;20.0;0106.; CTM;MAGASIN.; Magasin CTM;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;16808,76;20.0;20.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;133122,39;20.0;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;23178,12;20.0;20.0;0111.; FINANCES;MP.; Marchés Publics ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;33825,9;20.0;20.0;0111.; FINANCES;SERVICE-SUBV.; Service Subvention;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;125767,43;20.0;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;21615,02;20.0;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;10414,08;20.0;20.0;0124.; URBANISME;DOMAINE-PUBLIC.; Domaine public ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;10414,08;20.0;20.0;0124.; URBANISME;MARCHE.; Marché;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;77643,76;20.0;20.0;0124.; URBANISME;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;10641,77;21.0;21.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;23537,17;21.0;21.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;2934,99;21.0;21.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;72701,33;22.0;22.0;0106.; CTM;LETTRAGE.; Service Lettrage;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;15682,16;23.0;23.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;70188,18;23.0;23.0;0106.; CTM;SERVICE-FESTIVITES.; Services Festivités ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;72812,61;23.0;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;43290,15;25.0;25.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;42256,94;28.0;28.0;0106.; CTM;COUVERTURE.; Service Couverture;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;103670,5;28.0;28.0;0106.; CTM;ELECTRICITE.; Service Électricité ;;;;;;
2022.0;M14;DRF/12.0/64111.;CA;84866,81;28.0;28.0;0106.; CTM;MACONNERIE/PEINTURE.; Service Maçonnerie / peinture;;;;;;
