ANNEE;NOMENCLATURE;CLE;STATUT;REALISE TOTAL;FONCTION;FONCTION_PARENT;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;CODE_AXE_ANALYTIQUE_PROFONDEUR_3;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_3;CODE_AXE_ANALYTIQUE_PROFONDEUR_4;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_4;CODE_AXE_ANALYTIQUE_PROFONDEUR_5;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_5
2022.0;M14;DRF/11.0/60221.;CA;45;331.0;331.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-125,6;20.0;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;27747,34;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;1458,83;20.0;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;272,51;20.0;20.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;312,5;20.0;20.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;494,74;20.0;20.0;0119.; COMMUNICATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;11499,46;22.0;22.0;0119.; COMMUNICATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-4004,5;23.0;23.0;0119.; COMMUNICATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;150;25.0;25.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;12900;11.0;11.0;0117.; POLICE MUNICIPALE;PIGEONS.; Pigeons;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;220;212.0;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;3539,6;281.0;281.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;6061,25;281.0;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;1458,75;281.0;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;114600;282.0;282.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;94105;284.0;284.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;10282,2;311.0;311.0;0110.; EVENEMENTIEL;BIGTOUR.; BIG TOUR;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;726,35;311.0;311.0;0110.; EVENEMENTIEL;GUSO.; Redevances GUSO;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;12273,23;311.0;311.0;0110.; EVENEMENTIEL;SPECTACLES.; Spectacles Evènementiel ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;1935;311.0;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;312,14;313.0;313.0;0104.; MEDIATHEQUE;VICTOR.; HUGO Victor Hugo ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;390;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;25145;314.0;314.0;0114.; MUSEE QUENTOVIC;GEORGES.; V Commémoration du Roi Georges V;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;615;325.0;325.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;148,08;325.0;325.0;01161.; CNC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;720;326.0;326.0;JOUTES.; Joutes à canotes;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;720;326.0;326.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;11886,7;331.0;331.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;4936,2;331.0;331.0;0112.; JEUNESSE;CLSH-maternelle.; CLSH maternelle;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;2324,8;331.0;331.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-114;331.0;331.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;1000;331.0;331.0;0112.; JEUNESSE;PERMIS.; Permis de conduire;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-870;338.0;338.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;8645;338.0;338.0;0112.; JEUNESSE;CLAS.; Contrat Local Aménagement Scolaires;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;6000;338.0;338.0;0112.; JEUNESSE;PERMIS.; Permis de conduire;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;9546;338.0;338.0;0112.; JEUNESSE;PROJET.; JEUNESSE Projet jeunesse;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-4920;338.0;338.0;0112.; JEUNESSE;QUART.ETE.; Quartiers d'été ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;126,9;4214.0;4214.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;9089,8;4214.0;4214.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;87,5;4221.0;4221.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;457,5;4221.0;4221.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/6042.;CA;-33,12;510.0;510.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;397,35;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;138,58;20.0;20.0;0103.; BATIMENTS COMMUNAUX;BUREAUX.; PORT Bureaux sur le port;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;364,06;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CLOS.; Clos Saint Victor;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;114,56;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; BD IMP Local Boulevard Impératrice;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1620,12;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; ESP NAT Local Maison Gardien Espace Naturel;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1855,94;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; J FERRY Local Jules Ferry;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;302,02;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES BRETAGNE Local résidence Bretagne ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;192,05;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES NICOLE Local bureaux résidence Nicole ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;61,24;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; SYNDICAT Local syndicat;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;336,44;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; TRAV Local Ave travailleurs de la mer ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;94,04;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOCAL.; SNCF Local SNCF;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;7615,56;20.0;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; Mairie;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;159,01;20.0;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; ANN Mairie Annexe;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;823,87;20.0;20.0;0103.; BATIMENTS COMMUNAUX;MBC.; Maison de baie de canche ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;62,63;20.0;20.0;0103.; BATIMENTS COMMUNAUX;PINEDE.; Salle de la pinède;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;144,63;20.0;20.0;0103.; BATIMENTS COMMUNAUX;PYRAMIDE.; Maison quartier la Pyramide ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;264,85;20.0;20.0;0103.; BATIMENTS COMMUNAUX;SALLE.; CAR Salle des carrières ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;448,4;20.0;20.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;148,67;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; AGIR Association  AGIR;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;85,75;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; COLOMB Association  Colombophilie;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;94,04;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; MODELISME Association Club de Modélisme ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;127,23;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; RENOUVEAU Association Renouveau pour tous ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;605;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; RESTO Association Resto du Coeur;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;100,98;24.0;24.0;0103.; BATIMENTS COMMUNAUX;LOGT.; CHASSEURS Logt Maison des chasseurs ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;382,2;24.0;24.0;0103.; BATIMENTS COMMUNAUX;SALLE.; MUSCULATION Salle musculation ancien ACM;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;766,78;25.0;25.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;CIMETIERE.; Cimetière;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1126,35;211.0;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;530,9;212.0;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;2362,35;212.0;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;3041,63;212.0;212.0;0102.; EDUCATION;PRROMBLY.; Primaire Rombly;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;88,83;283.0;283.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;77,44;283.0;283.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;913,93;284.0;284.0;0103.; BATIMENTS COMMUNAUX;SIMP.; NEANT SIMP;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;184,96;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;432,57;314.0;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;333,35;314.0;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;495,41;321.0;321.0;0116.; SPORT;SALLE.; FLESSEL Salle Laura FLESSEL;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1200,08;321.0;321.0;0116.; SPORT;SALLE.; OYATS Salle des Oyats;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;347,24;321.0;321.0;0116.; SPORT;SALLE.; TENNIS Salle de tennis ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;2786,95;321.0;321.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;45,31;321.0;321.0;0116.; SPORT;VEST.; GUILLY  Vestiaires Stade François Guilluy;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;836,31;321.0;321.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;706,39;322.0;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1845,88;322.0;322.0;0116.; SPORT;ST.; GUILLY Stade François GUILLUY;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;515,11;322.0;322.0;0116.; SPORT;TER.; ASSOCIAT Terrains des associations (Bergeries);;;;;;
2022.0;M14;DRF/11.0/60611.;CA;159,38;322.0;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1702,61;325.0;325.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;49,27;325.0;325.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;239,09;325.0;325.0;0116.; SPORT;BOULODROME.; Boulodrome pétanque;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1598,54;325.0;325.0;01161.; CNC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;98,6;331.0;331.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;112,07;338.0;338.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;713,69;4214.0;4214.0;0112.; JEUNESSE;PACIFIC.; PACIFIC;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;137,27;511.0;511.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;207,48;511.0;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;3339,6;6312.0;6312.0;ETALS.; Etals sur le Port Plaisance ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;461,55;6312.0;6312.0;0124.; URBANISME;FOIRES.; Foires ;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1735,26;66.0;66.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;1567,17;845.0;845.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60611.;CA;329,69;847.0;847.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;5227,58;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2104,25;20.0;20.0;0103.; BATIMENTS COMMUNAUX;AIRE.; C Aire de carénage;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;631,32;20.0;20.0;0103.; BATIMENTS COMMUNAUX;AIRES.; DE JEUX Aires de jeux;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;14145,92;20.0;20.0;0103.; BATIMENTS COMMUNAUX;ARCHIVES.; EGLISE Archives sous sol Eglise;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2620;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CHASSEURS.; Maison des chasseurs ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2207,91;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CLOS.; Clos Saint Victor;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2442,76;20.0;20.0;0103.; BATIMENTS COMMUNAUX;CPTCA.; Centre de soins, d’accompagnement et de prévention en addictologie ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1965,66;20.0;20.0;0103.; BATIMENTS COMMUNAUX;DEPOT.; VOIRIE Dépot voirie avenue du vieux Moulin;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;294,59;20.0;20.0;0103.; BATIMENTS COMMUNAUX;GUINGUETTE.; NEANT Bat LA GUINGUETTE;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3604,3;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; BD BIG Local Boulevard Bigot Descelers;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2858,11;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; BD IMP Local Boulevard Impératrice;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;7709,45;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; J FERRY Local Jules Ferry;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1263,51;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; PERMANENCE Local permanence 13 rue P.Trouée;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1649,89;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES BRETAGNE Local résidence Bretagne ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;263,64;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES CHARENTE Local résidence Charente ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;938,96;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES LUCILE Local résidence Lucile;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;957,92;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; RES YVELINES  LOC résidence Yvelines  rue P.Trouée;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;12044,63;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; SAP POMPIERS Batiment sapeurs pompiers ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1826,34;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; SYNDICAT Local syndicat;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2592,04;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; ZAC Local ZAC  - 59 allée Appolinaire ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;703,09;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOCAL.; SNCF Local SNCF;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;247,78;20.0;20.0;0103.; BATIMENTS COMMUNAUX;LOGT.; CIMETIERE Logt cimetière;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;24979,38;20.0;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; Mairie;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;794,41;20.0;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; ANN Mairie Annexe;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;912,9;20.0;20.0;0103.; BATIMENTS COMMUNAUX;PINEDE.; Salle de la pinède;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3073,95;20.0;20.0;0103.; BATIMENTS COMMUNAUX;PYRAMIDE.; Maison quartier la Pyramide ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;278,14;20.0;20.0;0103.; BATIMENTS COMMUNAUX;SIRENE.; GL Sirène Grand Large ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;17734,68;20.0;20.0;0106.; CTM;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1285,39;20.0;20.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1119,82;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; MODELISME Association Club de Modélisme ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2454,03;24.0;24.0;0103.; BATIMENTS COMMUNAUX;ASS.; RESTO Association Resto du Coeur;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1065,72;24.0;24.0;0103.; BATIMENTS COMMUNAUX;SALLE.; MUSCULATION Salle musculation ancien ACM;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1308,27;24.0;24.0;0103.; BATIMENTS COMMUNAUX;TER.; CANIN Terrain canin;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2304,26;25.0;25.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1707,3;211.0;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;5567,14;212.0;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3346,71;212.0;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;4669,16;212.0;212.0;0102.; EDUCATION;PRROMBLY.; Primaire Rombly;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2400,8;281.0;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;791,73;281.0;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;692,97;283.0;283.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;6583,65;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3249,69;314.0;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;2330,85;314.0;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;7197,24;321.0;321.0;0116.; SPORT;SALLE.; CAR Salle des carrières ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3006,84;321.0;321.0;0116.; SPORT;SALLE.; FLESSEL Salle Laura FLESSEL;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;12033,43;321.0;321.0;0116.; SPORT;SALLE.; OYATS Salle des Oyats;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1482,71;321.0;321.0;0116.; SPORT;SALLE.; PING PONG Salle de Ping Pong;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;523,13;322.0;322.0;0116.; SPORT;CITY.; JM CITY Jean Moulin;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;13265,94;322.0;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;3259,65;322.0;322.0;0116.; SPORT;ST.; GUILLY Stade François GUILLUY;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;1824,1;322.0;322.0;0116.; SPORT;TER.; STABILISE Terrain stabilisé (rouge);;;;;;
2022.0;M14;DRF/11.0/60612.;CA;9425,87;322.0;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;;;;;;
2022.0;M14;DRF/11.0/60612.;CA;12628,82;325.0;325.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;1040,9;20.0;20.0;0115.; PROTOCOLE;Repas.; travail Repas de travail;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;-85,3;20.0;20.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;15,68;20.0;20.0;0116.; SPORT;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;1029,28;23.0;23.0;0115.; PROTOCOLE;CHALLENGE.; Challenge PAUL ROUX;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;-42;23.0;23.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;-634,9;20.0;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;9,84;211.0;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;9,84;211.0;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;29,52;211.0;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;653,81;211.0;211.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;47,23;211.0;211.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;1447,76;281.0;281.0;CLSH.; CLSH;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;21876,97;281.0;281.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;35972,35;281.0;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;2854,46;281.0;281.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;15016,48;281.0;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;44,92;281.0;281.0;01161.; CNC;VOILE.; Voile classe de ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;216,5;311.0;311.0;0108.; ECOLE MUSIQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;113,24;311.0;311.0;0110.; EVENEMENTIEL;MANIFESTATIONS.; Manifestations ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;247,5;311.0;311.0;0110.; EVENEMENTIEL;SPECTACLES.; Spectacles Evènementiel ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;60,26;311.0;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;10;313.0;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;556,23;325.0;325.0;0112.; JEUNESSE;JPINS.; Centre Jeunes Pins;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;1119,16;325.0;325.0;01161.; CNC;VOILE.; Voile classe de ;;;;;;
2022.0;M14;DRF/11.0/60623.;CA;12,01;331.0;331.0;0112.; JEUNESSE;CLSH-Elementaires.; CLSH Elementaires ;;;;;;
